353,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
354,0.11,0.08,0.11,0.03,0.00,0.00,0.39,0.19,0.08
356,0.10,0.10,0.04,0.00,0.04,0.00,0.00,0.50,0.21
357,0.17,0.00,0.08,0.08,0.00,0.00,0.50,0.00,0.17
358,0.08,0.16,0.08,0.04,0.16,0.00,0.40,0.08,0.00
36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
360,0.00,0.31,0.06,0.03,0.36,0.06,0.00,0.17,0.03
361,0.36,0.00,0.21,0.00,0.14,0.14,0.00,0.14,0.00
362,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.11,0.22
364,0.11,0.13,0.06,0.00,0.00,0.26,0.00,0.39,0.06
365,0.07,0.10,0.03,0.00,0.14,0.00,0.00,0.52,0.14
367,0.19,0.07,0.06,0.01,0.13,0.07,0.00,0.00,0.45
368,0.14,0.05,0.14,0.00,0.32,0.23,0.00,0.14,0.00
370,0.00,0.21,0.16,0.00,0.21,0.05,0.16,0.00,0.21
371,0.10,0.00,0.30,0.10,0.30,0.10,0.10,0.00,0.00
372,0.25,0.25,0.00,0.00,0.12,0.38,0.00,0.00,0.00
373,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
374,0.12,0.19,0.09,0.00,0.00,0.34,0.12,0.00,0.12
375,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
376,0.08,0.08,0.00,0.00,0.25,0.08,0.00,0.00,0.50
378,0.18,0.14,0.07,0.04,0.29,0.18,0.07,0.04,0.00
380,0.00,0.33,0.17,0.08,0.08,0.25,0.00,0.08,0.00
381,0.20,0.00,0.40,0.20,0.20,0.00,0.00,0.00,0.00
382,0.00,0.33,0.00,0.00,0.00,0.50,0.17,0.00,0.00
384,0.25,0.25,0.00,0.00,0.00,0.25,0.12,0.12,0.00
385,0.27,0.09,0.36,0.09,0.09,0.00,0.09,0.00,0.00
386,0.60,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00
401,0.03,0.00,0.52,0.09,0.06,0.24,0.00,0.06,0.00
402,0.00,0.28,0.00,0.22,0.00,0.28,0.11,0.11,0.00
403,0.00,0.14,0.17,0.00,0.03,0.38,0.24,0.03,0.00
404,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
405,0.00,0.18,0.27,0.09,0.00,0.00,0.27,0.09,0.09
406,0.00,0.23,0.08,0.23,0.00,0.08,0.00,0.23,0.15
407,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33
408,0.00,0.75,0.00,0.00,0.00,0.00,0.25,0.00,0.00
410,0.00,0.04,0.24,0.12,0.00,0.36,0.12,0.12,0.00
412,0.20,0.02,0.00,0.27,0.00,0.36,0.04,0.11,0.00
413,0.35,0.00,0.12,0.00,0.00,0.18,0.24,0.12,0.00
414,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
415,0.13,0.00,0.34,0.00,0.03,0.00,0.16,0.24,0.11
416,0.05,0.00,0.05,0.20,0.00,0.15,0.00,0.40,0.15
417,0.23,0.00,0.15,0.15,0.08,0.00,0.08,0.00,0.31
418,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00
420,0.00,0.22,0.00,0.22,0.00,0.33,0.00,0.22,0.00
421,0.15,0.00,0.00,0.38,0.00,0.31,0.08,0.08,0.00
423,0.13,0.00,0.00,0.00,0.09,0.48,0.30,0.00,0.00
425,0.07,0.02,0.02,0.20,0.04,0.00,0.37,0.15,0.13
426,0.07,0.07,0.00,0.43,0.00,0.00,0.00,0.29,0.14
427,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67
428,0.00,0.15,0.00,0.15,0.00,0.38,0.15,0.15,0.00
430,0.00,0.23,0.15,0.00,0.04,0.38,0.12,0.08,0.00
431,0.09,0.00,0.45,0.00,0.00,0.18,0.09,0.18,0.00
432,0.10,0.10,0.00,0.00,0.00,0.50,0.20,0.00,0.10
434,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
435,0.20,0.06,0.14,0.00,0.00,0.00,0.37,0.08,0.16
436,0.17,0.07,0.02,0.00,0.02,0.21,0.00,0.43,0.07
437,0.14,0.21,0.07,0.00,0.07,0.21,0.14,0.00,0.14
438,0.33,0.17,0.17,0.00,0.00,0.33,0.00,0.00,0.00
450,0.00,0.36,0.16,0.12,0.12,0.00,0.20,0.04,0.00
451,0.06,0.00,0.44,0.06,0.00,0.06,0.25,0.06,0.06
452,0.07,0.32,0.00,0.07,0.04,0.04,0.36,0.04,0.07
453,0.27,0.13,0.13,0.00,0.00,0.00,0.40,0.07,0.00
454,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00
456,0.07,0.08,0.03,0.13,0.01,0.00,0.00,0.48,0.20
457,0.09,0.02,0.06,0.04,0.02,0.00,0.25,0.00,0.53
458,0.11,0.17,0.11,0.03,0.06,0.06,0.25,0.22,0.00
460,0.00,0.32,0.18,0.14,0.00,0.05,0.00,0.27,0.05
461,0.25,0.00,0.12,0.00,0.00,0.00,0.00,0.50,0.12
462,0.33,0.00,0.00,0.00,0.00,0.56,0.11,0.00,0.00
463,0.38,0.14,0.05,0.00,0.00,0.10,0.05,0.14,0.14
464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
465,0.06,0.06,0.06,0.00,0.06,0.00,0.00,0.41,0.35
467,0.05,0.07,0.06,0.04,0.02,0.00,0.08,0.00,0.67
468,0.21,0.29,0.14,0.00,0.07,0.00,0.07,0.21,0.00
470,0.00,0.21,0.00,0.36,0.07,0.00,0.14,0.00,0.21
471,0.30,0.00,0.39,0.13,0.00,0.04,0.04,0.00,0.09
472,0.20,0.07,0.00,0.20,0.00,0.33,0.07,0.00,0.13
473,0.32,0.21,0.00,0.00,0.05,0.05,0.32,0.00,0.05
474,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33
475,0.08,0.08,0.06,0.08,0.00,0.00,0.36,0.00,0.33
476,0.26,0.11,0.03,0.17,0.03,0.06,0.00,0.00,0.34
478,0.14,0.10,0.17,0.07,0.00,0.31,0.17,0.05,0.00
480,0.00,0.12,0.12,0.25,0.38,0.00,0.12,0.00,0.00
481,0.33,0.00,0.17,0.17,0.17,0.17,0.00,0.00,0.00
482,0.20,0.10,0.00,0.00,0.10,0.20,0.10,0.10,0.20
483,0.14,0.00,0.00,0.00,0.14,0.43,0.29,0.00,0.00
484,0.12,0.25,0.25,0.25,0.00,0.00,0.12,0.00,0.00
485,0.10,0.00,0.20,0.10,0.10,0.00,0.30,0.10,0.10
486,0.17,0.00,0.17,0.33,0.00,0.33,0.00,0.00,0.00
487,0.17,0.00,0.17,0.00,0.50,0.00,0.17,0.00,0.00
501,0.05,0.00,0.41,0.05,0.15,0.10,0.18,0.05,0.00
502,0.00,0.43,0.00,0.21,0.00,0.14,0.21,0.00,0.00
503,0.00,0.32,0.11,0.00,0.16,0.05,0.26,0.11,0.00
504,0.00,0.14,0.14,0.14,0.00,0.00,0.29,0.29,0.00
